name,company,year,kms_driven,fuel_type,Price
Rolls Royce Spectre,Rolls,2023,56651,Diesel,97992006
Skoda Rapid,Skoda,2023,26062,Petrol,1073152
Lincoln Corsair,Lincoln,2026,1072,Petrol,6698457
BMW 6 Series,BMW,2021,54172,Petrol,6915868
Audi e-tron,Audi,2025,9555,Electric,16362813
Jeep Grand Cherokee,Jeep,2026,1093,Petrol,8355819
Hyundai Casper,Hyundai,2026,919,Diesel,641706
BMW Z4 M40i,BMW,2023,48350,Petrol,8918270
Maserati Ghibli,Maserati,2015,109780,Petrol,11864127
Audi RS4,Audi,2025,19991,Diesel,10223025
Lexus ES,Lexus,2013,215564,Petrol,6321487
Mercedes-Benz GLC,Mercedes-Benz,2020,57690,Petrol,8206856
Mahindra XUV300,Mahindra,2022,32549,Petrol,1132719
Toyota Hilux,Toyota,2010,227198,Petrol,3452232
Lexus ES,Lexus,2021,57311,Diesel,6372976
Skoda Superb,Skoda,2022,36329,Petrol,3318982
Toyota Fortuner Legender,Toyota,2018,108402,Petrol,4602812
Volvo XC90,Volvo,2018,100652,Petrol,10723346
Jeep Renegade,Jeep,2017,83102,Diesel,1934461
BMW Z4 M40i,BMW,2020,50651,Petrol,8918458
Maserati Ghibli,Maserati,2010,201554,Diesel,13855859
Jaguar F-Pace,Jaguar,2026,2459,Petrol,8090536
BMW 4 Series,BMW,2016,100924,Electric,5874619
Volvo V90,Volvo,2016,158936,Petrol,7050493
Volvo V60,Volvo,2022,50571,Petrol,6329593
Porsche 911 Turbo S,Porsche,2015,151442,Electric,35019292
Jaguar XJ,Jaguar,2024,34669,Diesel,11418726
BMW 7 Series,BMW,2021,44164,Diesel,16227292
Lexus ES,Lexus,2023,42899,Diesel,6134516
Rolls Royce Wraith,Rolls,2014,116396,Petrol,73399788
Maruti Suzuki XL6,Maruti,2021,99575,Petrol,1207803
Porsche 718 Boxster,Porsche,2023,47986,Petrol,15680036
Mercedes-Benz AMG E63,Mercedes-Benz,2013,207322,Diesel,18644961
Skoda Superb,Skoda,2019,128523,Petrol,3474753
Skoda Slavia,Skoda,2020,104384,Diesel,1155136
Mercedes-Benz AMG A35,Mercedes-Benz,2012,128649,Petrol,5816937
Land Rover Discovery,Land Rover,2020,117913,Petrol,9210801
Tata Safari,Tata,2019,82643,Petrol,1649643
Kia Carnival,Kia,2012,255724,Diesel,2873130
MG Astor,MG,2014,179790,Petrol,1753842
Bentley Continental GT,Bentley,2023,30583,Petrol,45376121
Lincoln Navigator,Lincoln,2015,214491,Petrol,8721331
BMW 3 Series,BMW,2014,230131,Petrol,5997185
Audi RS5,Audi,2013,118885,Petrol,12603396
Citroen C3 Aircross,Citroen,2015,218571,Diesel,1079211
Volkswagen Golf GTI,Volkswagen,2023,30323,Petrol,3383994
Porsche 718 Spyder,Porsche,2026,1513,Electric,17047174
Audi RS3,Audi,2020,81317,Diesel,8804931
BMW X3 M,BMW,2012,279264,Petrol,8269767
Kia EV9,Kia,2025,12570,Electric,13428598
Mercedes-Benz A-Class,Mercedes-Benz,2013,220942,Diesel,4630588
Lexus LX,Lexus,2021,53907,Diesel,15655309
Hyundai Grand i10,Hyundai,2015,97674,Petrol,570799
Jeep Grand Cherokee,Jeep,2019,108877,Petrol,8150077
Cadillac XT5,Cadillac,2016,163275,Petrol,5853767
Genesis GV60,Genesis,2011,174731,Petrol,6582823
BMW 2 Series,BMW,2023,27134,Petrol,4974087
Audi e-tron,Audi,2015,136680,Electric,17355228
Volvo EX90,Volvo,2011,127720,Petrol,8220621
Toyota Innova,Toyota,2018,90662,Petrol,1924403
Hyundai Casper,Hyundai,2015,210971,Petrol,729810
Maruti Suzuki WagonR,Maruti,2012,183171,Petrol,552159
Aston Martin Valhalla,Aston,2012,235659,Petrol,70594941
Lincoln Aviator,Lincoln,2021,98722,Diesel,8949628
Renault Kiger,Renault,2021,98754,Petrol,656235
Lexus LX,Lexus,2015,118516,Diesel,16971870
Renault Triber,Renault,2014,166880,Diesel,724685
Renault Triber,Renault,2012,248409,Petrol,696775
Maruti Suzuki Celerio,Maruti,2010,195243,Petrol,653252
Genesis G80,Genesis,2021,42382,Petrol,5092598
Land Rover Discovery 5,Land Rover,2012,142768,Diesel,13064501
Maruti Suzuki Swift,Maruti,2026,4896,Diesel,849826
Volkswagen Golf GTI,Volkswagen,2017,127200,Petrol,3455043
Maruti Suzuki XL6,Maruti,2016,127316,Diesel,1215108
MG Astor,MG,2010,265632,Diesel,1673825
Jaguar E-Pace,Jaguar,2016,87108,Diesel,7220845
Mercedes-Benz AMG E63,Mercedes-Benz,2025,9954,Petrol,18297283
Tata Harrier,Tata,2014,188099,Petrol,2102794
Lexus IS,Lexus,2014,99814,Diesel,5992068
Porsche 718 Boxster,Porsche,2015,154179,Diesel,16257407
Tata Nexon EV,Tata,2020,107033,Electric,1818209
Maruti Suzuki Invicto,Maruti,2013,228357,Petrol,2840139
Cadillac Lyriq,Cadillac,2013,228865,Petrol,6595319
Lexus LS,Lexus,2011,271376,Petrol,20018366
Audi RSQ8,Audi,2010,227221,Petrol,23643144
Maruti Suzuki WagonR,Maruti,2021,41128,Petrol,658449
Lexus RZ 450e,Lexus,2012,131321,Petrol,13466280
Genesis G80,Genesis,2015,208498,Petrol,5762796
Volvo V90,Volvo,2026,2728,Petrol,7561118
Ferrari 296 GTB,Ferrari,2013,170457,Diesel,56089734
Jeep Wagoneer,Jeep,2025,13207,Petrol,4187231
Lamborghini Urus,Lamborghini,2016,186863,Petrol,46254869
Audi A5,Audi,2019,118620,Diesel,4932641
Ferrari Purosangue,Ferrari,2024,23931,Petrol,54741037
Renault Triber,Renault,2010,212718,Diesel,649936
Skoda Kushaq,Skoda,2017,104814,Petrol,1574625
Audi Q8,Audi,2015,193994,Petrol,13140100
McLaren GT,McLaren,2010,249834,Diesel,45856021
Porsche 911,Porsche,2010,177444,Petrol,26660477
Audi RS7,Audi,2012,190564,Petrol,17402860
Tata Harrier,Tata,2020,106158,Petrol,2251891
Renault Kwid,Renault,2026,2655,Diesel,558867
MG ZS EV,MG,2020,65647,Electric,2454406
Toyota Camry Hybrid,Toyota,2021,41423,Electric,5290548
Audi RS e-tron GT,Audi,2021,51017,Electric,21578902
Porsche Taycan,Porsche,2011,235084,Diesel,23325534
Honda HR-V,Honda,2012,228284,Petrol,1818820
Cadillac Lyriq,Cadillac,2014,201786,Diesel,7493257
Mercedes-Benz C-Class,Mercedes-Benz,2013,213608,Petrol,6165703
Porsche Cayenne,Porsche,2024,34539,Petrol,23709688
Citroen C3 Aircross,Citroen,2017,173330,Petrol,1244673
Tata Tiago EV,Tata,2018,84364,Electric,1070926
Toyota Land Cruiser,Toyota,2023,55279,Diesel,22009870
Mercedes-Benz AMG E53,Mercedes-Benz,2023,55351,Petrol,13847248
Maserati Grecale,Maserati,2022,74565,Diesel,14088926
Jaguar I-Pace,Jaguar,2017,152340,Petrol,12165793
Honda Civic,Honda,2014,237048,Diesel,1839101
Volvo V40,Volvo,2021,57073,Petrol,4990423
Porsche Cayenne,Porsche,2014,205833,Petrol,17109463
Mahindra XUV 3XO,Mahindra,2014,142154,Diesel,1866255
Mercedes-Benz E-Class,Mercedes-Benz,2014,168999,Diesel,9359898
Mercedes-Benz CLS,Mercedes-Benz,2017,149351,Petrol,11156321
Cadillac XT4,Cadillac,2021,57941,Petrol,4257567
Tata Nexon,Tata,2011,182407,Petrol,1615537
Bentley Bentayga,Bentley,2013,149824,Diesel,53965449
Honda Amaze,Honda,2026,4454,Petrol,898840
Tata Punch EV,Tata,2012,184575,Electric,1171191
Maruti Suzuki WagonR,Maruti,2010,222723,Petrol,644834
Lexus ES,Lexus,2011,129788,Petrol,6492017
Mercedes-Benz GLE,Mercedes-Benz,2010,218362,Petrol,10416129
Hyundai Verna,Hyundai,2012,162973,Diesel,1218742
Aston Martin DB11,Aston,2024,36178,Petrol,45316499
MG HS,MG,2022,66118,Diesel,2011083
McLaren Artura,McLaren,2018,76592,Petrol,52655424
Volvo XC90,Volvo,2022,68573,Petrol,9799708
Porsche Macan,Porsche,2019,107699,Petrol,18563089
Maserati MC20,Maserati,2020,57959,Petrol,22668660
Land Rover Defender,Land Rover,2014,235040,Petrol,11342427
Citroen C3 Aircross,Citroen,2012,190185,Diesel,1224352
Kia EV9,Kia,2022,75223,Electric,13528276
BMW 7 Series,BMW,2025,9217,Petrol,15280523
Audi RS3,Audi,2018,76476,Electric,9078424
Porsche 718 Cayman,Porsche,2011,297128,Petrol,14461193
Audi e-tron,Audi,2013,165463,Electric,18081171
BMW X3,BMW,2017,176365,Diesel,7255617
Lincoln Nautilus,Lincoln,2017,85782,Diesel,6871841
Renault Kwid,Renault,2023,26134,Petrol,498970
Jeep Wagoneer,Jeep,2018,97795,Petrol,4250337
Volkswagen Ameo,Volkswagen,2010,297604,Diesel,1057963
Lamborghini Aventador,Lamborghini,2021,94117,Diesel,69329735
Hyundai Verna,Hyundai,2010,318944,Diesel,1747652
MG Gloster,MG,2012,260515,Petrol,3304447
Tata Harrier EV,Tata,2017,82987,Electric,2364771
Volvo C40,Volvo,2016,131961,Diesel,5740860
Mahindra XUV400,Mahindra,2013,243704,Diesel,2073442
Bentley Bentayga,Bentley,2011,221233,Diesel,52684856
Mahindra Scorpio N,Mahindra,2013,194571,Petrol,2277118
Mercedes-Benz GLB,Mercedes-Benz,2017,112797,Diesel,5899419
Jeep Wagoneer,Jeep,2023,55201,Petrol,4655003
Volvo EX90,Volvo,2015,157013,Petrol,8816991
Lincoln Aviator,Lincoln,2023,43000,Petrol,8947687
Kia Seltos,Kia,2012,214651,Diesel,1862327
Kia EV6,Kia,2019,121939,Electric,6465315
Honda CR-V,Honda,2016,87003,Diesel,4511788
Mercedes-Benz B-Class,Mercedes-Benz,2023,26259,Diesel,4839920
Audi A5,Audi,2025,12475,Diesel,5487365
MG Astor,MG,2011,254843,Petrol,1372476
Maruti Suzuki Invicto,Maruti,2015,170126,Petrol,2686113
Renault Kwid EV,Renault,2010,273678,Electric,980525
Mercedes-Benz AMG SL63,Mercedes-Benz,2015,103786,Petrol,25706338
Cadillac CT5,Cadillac,2010,314802,Diesel,6856254
Lamborghini Revuelto,Lamborghini,2019,58561,Petrol,86211360
Mahindra XUV300,Mahindra,2023,35479,Petrol,893631
Volvo XC60,Volvo,2010,226545,Diesel,7205580
BMW 7 Series,BMW,2024,34167,Diesel,16265255
Volvo EX90,Volvo,2013,217224,Petrol,8332979
Toyota Urban Cruiser Hyryder,Toyota,2012,256373,Petrol,1588148
Cadillac XT6,Cadillac,2025,11611,Diesel,7046948
BMW 7 Series,BMW,2012,197504,Petrol,14133505
MG 5 EV,MG,2014,127264,Electric,3022439
Audi A4,Audi,2025,17271,Petrol,4814596
Kia EV6,Kia,2016,193607,Electric,6408837
Jaguar XE,Jaguar,2014,195822,Diesel,4831537
BMW X3,BMW,2012,139103,Diesel,7419630
Porsche 911 Turbo S,Porsche,2024,39378,Petrol,32325810
Land Rover Defender,Land Rover,2020,106464,Petrol,13669386
Mercedes-Benz SL,Mercedes-Benz,2019,83449,Petrol,16937392
BMW X6 M,BMW,2017,95566,Petrol,19458842
Aston Martin DBS Superleggera,Aston,2012,185414,Diesel,57601738
Tata Nexon,Tata,2020,80967,Petrol,1149411
Cadillac XT4,Cadillac,2013,220602,Petrol,4791792
Aston Martin Valhalla,Aston,2025,17752,Diesel,73929267
Maserati Ghibli,Maserati,2025,16917,Petrol,14000716
Audi RS6,Audi,2023,53518,Petrol,15914799
Tata Harrier EV,Tata,2011,176607,Electric,2095964
Skoda Octavia RS,Skoda,2021,93062,Petrol,3525867
Renault Kwid EV,Renault,2026,4532,Electric,884054
Porsche 911 Turbo S,Porsche,2021,56625,Electric,31688152
Maserati Ghibli,Maserati,2020,48694,Petrol,14582636
Porsche 911 Turbo S,Porsche,2013,214650,Petrol,30372568
McLaren P1,McLaren,2011,202791,Petrol,85837474
Toyota Hilux,Toyota,2021,80623,Petrol,3324022
Aston Martin DB11,Aston,2020,82131,Diesel,43121437
Nissan Micra,Nissan,2012,220929,Diesel,776313
Volkswagen Tiguan,Volkswagen,2013,187961,Petrol,3504374
Porsche Cayenne,Porsche,2026,1842,Diesel,22637580
Audi RSQ8,Audi,2025,9773,Diesel,23435631
Volkswagen Virtus,Volkswagen,2013,234064,Petrol,1638851
McLaren 570S,McLaren,2022,51281,Diesel,40501605
Bentley Continental GT,Bentley,2017,114125,Petrol,49019681
Audi TT,Audi,2015,176437,Diesel,6446701
Audi A3,Audi,2020,109020,Diesel,3661036
Mahindra BE 6,Mahindra,2010,138350,Petrol,3240051
Kia EV9,Kia,2017,178387,Electric,13714036
Volvo C40,Volvo,2011,173958,Petrol,5922310
Jaguar I-Pace,Jaguar,2025,18698,Petrol,13085932
Maserati Ghibli,Maserati,2011,230101,Diesel,13999855
Mahindra Thar,Mahindra,2017,159396,Petrol,1573755
Audi A7,Audi,2017,167492,Petrol,8407573
Volvo V90,Volvo,2012,242780,Petrol,7418688
Audi RSQ8,Audi,2018,98640,Diesel,23474685
Audi RS3,Audi,2023,39431,Petrol,8540145
Hyundai Exter,Hyundai,2017,106798,CNG,689303
Rolls Royce Dawn,Rolls,2024,33307,Petrol,78156948
Audi e-tron,Audi,2011,133572,Electric,15989366
MG 5 EV,MG,2011,212519,Electric,2884277
Lamborghini Urus,Lamborghini,2014,171142,Diesel,48886039
Mercedes-Benz GLS,Mercedes-Benz,2013,195237,Petrol,13950802
Jeep Wagoneer,Jeep,2017,158301,Diesel,4362171
BMW M2,BMW,2015,147157,Diesel,10197404
Audi TT,Audi,2015,111515,Petrol,6920220
Tata Nexon,Tata,2022,68748,Diesel,1593966
BMW M3,BMW,2016,158558,Petrol,13800116
Mercedes-Benz AMG GT,Mercedes-Benz,2015,216224,Diesel,28425181
Skoda Slavia,Skoda,2017,135735,Petrol,1289052
Audi A5,Audi,2020,71560,Petrol,5373417
Mercedes-Benz AMG GTR,Mercedes-Benz,2012,163935,Petrol,35658783
Lamborghini Temerario,Lamborghini,2019,105149,Petrol,58157082
Nissan Magnite,Nissan,2025,11056,Petrol,970196
Porsche 718 Cayman,Porsche,2012,130010,Petrol,15613272
Mercedes-Benz AMG A35,Mercedes-Benz,2018,129849,Petrol,5943408
Renault Duster,Renault,2021,93092,Petrol,1300190
Rolls Royce Cullinan,Rolls,2016,188249,Diesel,72739338
Volkswagen Taigun,Volkswagen,2021,45604,Diesel,1138030
Lexus GX,Lexus,2013,192457,Diesel,11689026
Volkswagen Vento,Volkswagen,2016,93943,Diesel,1140818
Land Rover Range Rover,Land Rover,2014,104768,Petrol,33931489
BMW 8 Series,BMW,2016,114874,Petrol,16899028
Mahindra BE 6,Mahindra,2020,50220,Petrol,3388120
Lamborghini Huracan,Lamborghini,2010,182797,Diesel,40333608
MG Gloster,MG,2012,266517,Petrol,3562654
Honda HR-V,Honda,2012,113638,Diesel,1730289
Mahindra BE 5,Mahindra,2026,3769,Petrol,2638826
Skoda Octavia RS,Skoda,2012,190628,Diesel,3591312
Maruti Suzuki Baleno,Maruti,2017,120768,Petrol,1065283
Rolls Royce Dawn,Rolls,2019,68576,Petrol,81883464
Mercedes-Benz AMG A45,Mercedes-Benz,2015,162390,Petrol,8021588
Skoda Superb,Skoda,2023,27059,Petrol,3593361
Toyota Fortuner,Toyota,2021,95230,Diesel,4201169
Cadillac Lyriq,Cadillac,2024,24631,Petrol,7190514
Maserati Quattroporte,Maserati,2025,16109,Diesel,20747079
Audi Q6 e-tron,Audi,2026,1160,Electric,12572758
Maserati Quattroporte,Maserati,2017,132829,Petrol,19126727
Citroen C3 Aircross,Citroen,2022,38764,Diesel,1275420
MG HS,MG,2020,117663,Petrol,2475544
Skoda Superb,Skoda,2015,169464,Diesel,3359479
Land Rover Range Rover Sport,Land Rover,2013,211243,Petrol,14963750
Lincoln Nautilus,Lincoln,2020,68031,Petrol,6266616
Lexus UX 300e,Lexus,2022,64898,Petrol,5585935
Kia Seltos,Kia,2020,68395,Electric,1760764
Maserati Ghibli,Maserati,2014,103892,Petrol,12436981
Jeep Wagoneer,Jeep,2021,71706,Petrol,4303348
MG HS,MG,2012,209634,Diesel,2167308
Hyundai Ioniq 5,Hyundai,2014,97289,Petrol,4796529
Citroen C5 Aircross,Citroen,2026,3017,Petrol,3248359
Porsche 718 Boxster,Porsche,2021,49900,Petrol,16647807
Cadillac XT4,Cadillac,2013,196006,Diesel,4810043
Tata Tigor,Tata,2024,34545,Petrol,798663
Skoda Slavia,Skoda,2019,104807,Petrol,1143354
Volkswagen Virtus,Volkswagen,2011,219336,Diesel,1342283
Mahindra BE 6,Mahindra,2017,136241,Petrol,3341374
Tata Punch,Tata,2013,108054,Petrol,638160
Mahindra Bolero Neo,Mahindra,2026,4583,Petrol,978318
Porsche 911 GT3,Porsche,2019,58023,Diesel,26514957
Jaguar F-Type,Jaguar,2013,137842,Diesel,12886187
Lincoln Nautilus,Lincoln,2017,138380,Petrol,6917141
Ferrari SF90 Stradale,Ferrari,2012,149954,Petrol,78675247
Lexus UX,Lexus,2017,109996,Petrol,4921809
Ferrari 296 GTB,Ferrari,2024,27116,Petrol,57654119
Ferrari 812 Superfast,Ferrari,2025,8700,Diesel,70758517
Land Rover Discovery Sport,Land Rover,2013,170555,Diesel,6825006
Renault Kiger,Renault,2026,2003,Petrol,770706
Land Rover Range Rover Evoque,Land Rover,2014,199586,Diesel,7529346
Mahindra Bolero,Mahindra,2012,253489,Petrol,1004399
Hyundai Creta,Hyundai,2024,31482,CNG,1552135
Skoda Rapid,Skoda,2018,78097,Diesel,1283515
Jaguar XF,Jaguar,2010,247122,Petrol,5507184
Rolls Royce Wraith,Rolls,2023,40603,Petrol,67743792
Mercedes-Benz AMG SL63,Mercedes-Benz,2021,63976,Petrol,26122710
Hyundai Ioniq 5,Hyundai,2011,246029,Diesel,4701696
Volvo XC60,Volvo,2012,122337,Petrol,7051858
Mercedes-Benz AMG A45,Mercedes-Benz,2023,50783,Diesel,7672013
Renault Kwid EV,Renault,2019,57750,Electric,959726
Lexus RZ 450e,Lexus,2025,16468,Diesel,12728380
Skoda Octavia,Skoda,2023,59661,Diesel,2685581
Honda Civic,Honda,2023,32620,Petrol,2036620
Hyundai Exter,Hyundai,2012,221854,Diesel,676014
Ferrari F8 Tributo,Ferrari,2014,219923,Diesel,49913602
Nissan Micra,Nissan,2010,165501,Petrol,703409
Tata Punch,Tata,2013,212619,Petrol,723038
Mercedes-Benz AMG E63,Mercedes-Benz,2025,11283,Diesel,19281149
Volkswagen Tiguan,Volkswagen,2022,48540,Petrol,3580095
MG Comet EV,MG,2010,308321,Electric,874304
Audi Q4 e-tron,Audi,2023,25089,Electric,11098195
Cadillac Escalade,Cadillac,2021,88590,Petrol,14571059
Lamborghini Huracan,Lamborghini,2014,133008,Petrol,40387088
Audi RSQ8,Audi,2020,58023,Petrol,24118287
Land Rover Range Rover Sport,Land Rover,2026,1903,Diesel,15637212
Jaguar XF Sportbrake,Jaguar,2021,41389,Petrol,6203017
Mahindra XUV400,Mahindra,2013,105956,Diesel,2010072
Audi Q4 e-tron,Audi,2010,165288,Electric,10220231
Audi RS e-tron GT,Audi,2023,42918,Electric,20431997
BMW X5,BMW,2011,297484,Petrol,10511155
Maruti Suzuki Swift,Maruti,2012,145601,Diesel,722914
Ferrari Portofino,Ferrari,2017,112568,Diesel,41341883
Toyota Yaris,Toyota,2012,125970,Petrol,1825338
Hyundai Alcazar,Hyundai,2017,128254,Petrol,1784958
Genesis G80,Genesis,2016,196666,Petrol,5584738
Toyota Camry Hybrid,Toyota,2012,175459,Electric,5126518
Bentley Azure,Bentley,2017,124923,Petrol,68798801
Audi A5,Audi,2020,90606,Diesel,5373947
Jaguar XE,Jaguar,2021,86899,Petrol,4608522
BMW X3 M,BMW,2026,2898,Petrol,8781719
Land Rover Discovery,Land Rover,2019,95895,Petrol,9198525
Audi RSQ8,Audi,2019,112329,Petrol,22491791
Ferrari F8 Tributo,Ferrari,2012,223888,Petrol,44946543
Audi Q6 e-tron,Audi,2012,112951,Electric,12094022
Volvo V90,Volvo,2014,102899,Petrol,7225468
MG Gloster,MG,2010,252156,Diesel,3323069
Volvo S90,Volvo,2022,34619,Petrol,7048073
Maruti Suzuki Celerio,Maruti,2024,16412,Petrol,631007
Mercedes-Benz AMG SL63,Mercedes-Benz,2013,151355,Petrol,25739516
Aston Martin DB11,Aston,2017,85847,Diesel,45981889
Lincoln Aviator,Lincoln,2011,145338,Petrol,7444875
Land Rover Range Rover Evoque,Land Rover,2026,4209,Petrol,6993032
Tata Punch,Tata,2024,22370,Petrol,856995
Kia EV9,Kia,2021,45504,Electric,13761552
MG Hector,MG,2021,65752,Petrol,1876906
Toyota Corolla,Toyota,2023,35691,Petrol,2045710
Tata Punch EV,Tata,2010,224986,Electric,1159632
Toyota Corolla,Toyota,2011,141653,Petrol,1994562
Kia Sonet,Kia,2023,52533,Diesel,1194543
Ferrari Purosangue,Ferrari,2023,25873,Petrol,49723422
Honda Amaze,Honda,2026,3688,Petrol,903935
Mercedes-Benz SLK,Mercedes-Benz,2018,135609,Petrol,6058655
Volvo XC60,Volvo,2021,69492,Diesel,7388872
Aston Martin DBX,Aston,2021,90941,Diesel,39007033
Audi e-tron GT,Audi,2016,187427,Electric,19170513
Mercedes-Benz AMG C63,Mercedes-Benz,2020,119627,Petrol,15733669
Jaguar XF Sportbrake,Jaguar,2015,179549,Diesel,6694796
Audi Q5,Audi,2024,23699,Petrol,7607113
Nissan Kicks,Nissan,2023,57736,Petrol,1059867
BMW X3,BMW,2021,63207,Petrol,6995016
Toyota Fortuner,Toyota,2020,104812,Petrol,4082232
Mercedes-Benz AMG C43,Mercedes-Benz,2010,277366,Diesel,8987064
Volvo XC40,Volvo,2016,198595,Petrol,4691637
Porsche 911 Turbo S,Porsche,2016,85368,Petrol,33303603
Porsche 718 Boxster,Porsche,2026,239,Diesel,16115528
Maruti Suzuki Fronx,Maruti,2016,159566,Petrol,1250951
Jaguar E-Pace,Jaguar,2013,212884,Petrol,6783361
Honda Elevate,Honda,2018,134065,Petrol,1274205
Maruti Suzuki Ertiga,Maruti,2013,208347,Petrol,1047058
Toyota Innova Hycross,Toyota,2024,39630,Petrol,2959133
Skoda Octavia RS,Skoda,2012,114525,Petrol,3614748
Mercedes-Benz AMG C63,Mercedes-Benz,2018,115611,Diesel,16591508
Cadillac XT5,Cadillac,2018,86100,Petrol,5859878
BMW 3 Series,BMW,2020,100252,Petrol,6442555
BMW M5,BMW,2011,132977,Diesel,18042530
Mercedes-Benz CLS,Mercedes-Benz,2022,59658,Petrol,9903501
Cadillac XT6,Cadillac,2016,90632,Diesel,6451149
Ferrari SF90 Stradale,Ferrari,2020,49034,Diesel,78951988
Tata Punch EV,Tata,2021,97691,Electric,1449675
Aston Martin Valhalla,Aston,2020,81363,Petrol,74807278
Toyota Urban Cruiser Hyryder,Toyota,2012,247578,Petrol,1765087
Audi TT,Audi,2021,41752,Petrol,7015482
Volkswagen Taigun,Volkswagen,2010,148805,Petrol,1492971
Hyundai i20,Hyundai,2014,215321,Petrol,955966
McLaren 720S,McLaren,2017,144118,Diesel,47807911
Tata Altroz,Tata,2011,253656,Petrol,758485
Tata Safari EV,Tata,2013,173724,Electric,2478372
Mahindra Thar,Mahindra,2020,80331,Petrol,1509617
Audi RS7,Audi,2026,3601,Petrol,17429473
Mercedes-Benz AMG A35,Mercedes-Benz,2017,144646,Petrol,5734811
Toyota Fortuner,Toyota,2010,234741,Petrol,3926828
Nissan Leaf,Nissan,2012,119379,Diesel,4329643
Maruti Suzuki XL6,Maruti,2015,113272,Petrol,1227877
Jeep Wagoneer,Jeep,2025,10026,Petrol,4552311
Jaguar I-Pace,Jaguar,2021,84009,Petrol,12618021
Lexus UX,Lexus,2018,83312,Petrol,4895127
Volkswagen Tiguan,Volkswagen,2026,3,Diesel,3707816
Nissan GT-R,Nissan,2013,159904,Petrol,23403175
Tata Safari,Tata,2013,188777,Petrol,1950749
Tata Safari EV,Tata,2019,100019,Electric,1682196
Citroen C3,Citroen,2024,39339,Diesel,698284
Cadillac XT5,Cadillac,2023,58319,Petrol,5624948
Maruti Suzuki Grand Vitara,Maruti,2021,58887,Diesel,1272258
Jeep Grand Cherokee,Jeep,2025,10120,Diesel,8092848
Mercedes-Benz AMG GT,Mercedes-Benz,2015,155257,Diesel,28465481
Honda City,Honda,2023,41026,Petrol,1120590
Mercedes-Benz AMG C43,Mercedes-Benz,2012,130889,Diesel,8987306
Lexus IS,Lexus,2016,176836,Petrol,6184216
Rolls Royce Boat Tail,Rolls,2012,236123,Petrol,201223538
Tata Harrier,Tata,2012,215296,Diesel,1839328
Volvo S90,Volvo,2025,8183,Petrol,6926158
Audi RS6,Audi,2013,215880,Petrol,15032103
Nissan GT-R,Nissan,2012,135540,Petrol,23406949
Jaguar I-Pace,Jaguar,2018,79942,Petrol,12432823
Mahindra XUV900,Mahindra,2020,72757,Petrol,2222946
Jeep Gladiator,Jeep,2026,2019,Diesel,5861906
Maruti Suzuki Grand Vitara,Maruti,2015,218371,Petrol,1489046
Hyundai Alcazar,Hyundai,2011,154741,Petrol,1839308
Mercedes-Benz AMG S63,Mercedes-Benz,2011,232200,Petrol,31207476
Porsche 911,Porsche,2010,190481,Petrol,29008308
Lincoln Nautilus,Lincoln,2015,161622,Petrol,6646409
McLaren 750S,McLaren,2022,35376,Diesel,41949529
Land Rover Range Rover Sport,Land Rover,2021,76437,Petrol,14396704
BMW X6,BMW,2022,56099,Petrol,11068111
MG Cyberster,MG,2015,187156,Diesel,5292179
Tata Safari,Tata,2011,139887,Petrol,2307648
Aston Martin DB12,Aston,2018,113760,Petrol,49426482
Land Rover Range Rover Evoque,Land Rover,2019,61806,Petrol,7235246
Jaguar F-Pace,Jaguar,2016,124807,Petrol,8024210
Honda City e:HEV,Honda,2011,231947,Electric,1939488
Audi RS5,Audi,2016,122251,Petrol,12766928
MG Astor,MG,2011,186192,Diesel,1385849
Toyota Innova Hycross,Toyota,2015,108978,Diesel,2288622
Tata Altroz,Tata,2010,171192,Petrol,819209
Genesis GV80,Genesis,2023,49439,Diesel,7247831
Renault Kwid,Renault,2011,185623,Diesel,603732
Audi Q5,Audi,2016,139112,Petrol,7570440
Aston Martin DBX,Aston,2020,112966,Diesel,39332423
BMW M5,BMW,2012,207521,Diesel,19094710
Hyundai Grand i10,Hyundai,2024,32879,Petrol,772284
Land Rover Range Rover Sport,Land Rover,2016,189243,Petrol,14609863
Audi Q5,Audi,2013,255498,Petrol,7332328
Skoda Superb,Skoda,2021,73780,Petrol,3524458
Mercedes-Benz AMG C43,Mercedes-Benz,2015,206822,Diesel,9364695
Tata Harrier EV,Tata,2014,188056,Electric,2659871
Mahindra Thar 5-Door,Mahindra,2026,2615,Petrol,2161599
Aston Martin DB11,Aston,2020,100476,Petrol,45841124
BMW Z4,BMW,2011,273481,Petrol,9815953
Mahindra XUV 3XO,Mahindra,2026,3439,Petrol,1876545
McLaren 720S,McLaren,2017,113571,Diesel,46706091
BMW 4 Series,BMW,2014,228783,Petrol,6029189
MG Astor,MG,2022,60564,Petrol,1266199
Toyota Fortuner,Toyota,2013,112166,Diesel,3868349
Aston Martin Valhalla,Aston,2019,124842,Petrol,79930579
Audi Q8,Audi,2024,29253,Electric,14157027
Tata Tigor,Tata,2022,46726,Diesel,596851
Audi A8,Audi,2026,1010,Diesel,14445100
Volvo XC90,Volvo,2022,57661,Petrol,10810201
Audi RS4,Audi,2023,59415,Electric,10416083
Skoda Slavia,Skoda,2016,132048,Petrol,1621554
Renault Kwid,Renault,2020,116220,Petrol,478780
Toyota Camry Hybrid,Toyota,2026,4582,Electric,5223461
Kia Sportage,Kia,2020,72548,Petrol,3345333
